CustomerID,Country,FirstPurchase,LastPurchase,Segment,R_Raw,F_Raw,M_Raw,R_Score,F_Score,M_Score,RFM_Score,ChurnedProbability,CLV_12months,predicted_purchase_1yr
14926,United Kingdom,2010-04-20,2010-11-23,Hibernating,381,2,359.4,2,2,2,6,0.6918,76.08,0.67
17945,United Kingdom,2010-01-12,2010-01-12,Hibernating,696,3,359.5,1,3,2,6,0.553,0.09,0.01
13181,United Kingdom,2010-11-23,2010-11-23,Hibernating,381,1,359.69,2,2,2,6,0.6972,,
13298,United Kingdom,2011-12-08,2011-12-08,Hibernating,1,1,360.0,5,1,2,8,0.8028,,
15008,United Kingdom,2010-03-12,2010-08-16,Hibernating,480,2,360.0,1,2,2,5,0.6918,13.94,0.45
18208,United Kingdom,2010-05-23,2010-05-23,Hibernating,565,1,360.08,1,1,2,4,0.8028,,
17012,United Kingdom,2009-12-14,2009-12-14,Hibernating,725,1,360.61,1,1,2,4,0.8028,,
17772,United Kingdom,2010-11-12,2011-11-29,Hibernating,10,3,360.75,5,3,2,10,0.5529,11.77,2.32
18091,United Kingdom,2010-04-25,2010-04-25,Hibernating,593,1,360.85,1,1,2,4,0.8028,,
13274,United Kingdom,2010-10-26,2010-10-26,Hibernating,409,1,360.85,1,1,2,4,0.8028,,
16448,United Kingdom,2010-08-25,2011-05-25,Hibernating,198,2,361.12,2,2,2,6,0.6918,10.69,1.09
16305,United Kingdom,2011-07-24,2011-07-24,Hibernating,138,1,361.22,3,2,2,7,0.6972,,
13844,United Kingdom,2011-11-28,2011-11-28,Hibernating,11,1,361.62,5,1,2,8,0.8028,,
16052,United Kingdom,2011-10-16,2011-10-16,Hibernating,54,1,362.06,4,1,2,7,0.8028,,
14122,United Kingdom,2009-12-02,2010-10-29,Hibernating,406,3,362.42,2,3,2,7,0.5529,26.64,0.96
14840,United Kingdom,2010-06-18,2011-03-17,Hibernating,267,2,362.71,2,2,2,6,0.6918,16.65,0.9
13962,United Kingdom,2010-09-30,2011-11-18,Hibernating,21,3,362.8,4,3,2,9,0.5529,34.64,2.13
16378,United Kingdom,2011-02-02,2011-04-06,Hibernating,247,3,362.95,2,3,2,7,0.5529,19.72,1.21
16078,United Kingdom,2010-02-08,2011-03-01,Hibernating,283,2,362.99,2,2,2,6,0.6918,9.32,0.79
14594,United Kingdom,2010-12-01,2011-12-02,Hibernating,7,2,363.33,5,3,2,10,0.5592,14.96,1.56
14253,United Kingdom,2010-03-26,2010-08-03,Hibernating,493,2,363.4,1,2,2,5,0.6918,12.37,0.4
16509,United Kingdom,2011-02-16,2011-02-16,Hibernating,296,1,363.7,2,2,2,6,0.6972,,
14528,United Kingdom,2011-11-02,2011-11-02,Hibernating,37,1,364.22,4,1,2,7,0.8028,,
15915,United Kingdom,2010-11-03,2010-11-03,Hibernating,401,1,364.24,2,1,2,5,0.8028,,
15343,United Kingdom,2011-09-13,2011-09-13,Hibernating,87,1,364.5,3,2,2,7,0.6972,,
15949,United Kingdom,2011-09-29,2011-11-23,Hibernating,16,2,364.72,5,3,2,10,0.5592,93.86,4.48
14886,United Kingdom,2011-04-01,2011-04-01,Hibernating,252,1,364.8,2,2,2,6,0.6972,,
17536,United Kingdom,2010-01-26,2011-06-15,Hibernating,177,3,364.83,3,3,2,8,0.5529,31.2,1.36
13545,United Kingdom,2010-06-13,2010-11-14,Hibernating,390,2,364.93,2,2,2,6,0.6918,5.67,0.61
15029,United Kingdom,2010-03-30,2010-03-30,Hibernating,619,1,365.1,1,1,2,4,0.8028,,
16974,United Kingdom,2010-05-24,2010-07-05,Hibernating,522,2,365.5,1,2,2,5,0.6918,8.65,0.19
17911,United Kingdom,2011-11-30,2011-11-30,Hibernating,9,1,366.23,5,1,2,8,0.8028,,
12899,United Kingdom,2010-10-22,2010-10-22,Hibernating,413,1,366.4,1,1,2,4,0.8028,,
14244,United Kingdom,2010-02-17,2010-02-17,Hibernating,660,1,366.42,1,1,2,4,0.8028,,
14962,United Kingdom,2010-05-04,2011-03-14,Hibernating,270,4,366.91,2,3,2,7,0.5466,45.15,1.76
14018,United Kingdom,2010-03-04,2010-03-04,Hibernating,645,1,367.15,1,1,2,4,0.8028,,
14706,United Kingdom,2010-03-31,2010-03-31,Hibernating,618,1,367.54,1,1,2,4,0.8028,,
15989,United Kingdom,2009-12-02,2010-11-29,Hibernating,375,2,368.31,2,2,2,6,0.6918,4.7,0.67
17792,United Kingdom,2010-08-18,2010-08-29,Hibernating,467,2,368.35,1,2,2,5,0.6918,1.51,0.16
15477,United Kingdom,2010-02-28,2010-02-28,Hibernating,649,1,368.4,1,1,2,4,0.8028,,
14172,United Kingdom,2010-03-07,2010-04-13,Hibernating,605,3,369.02,1,3,2,6,0.5529,0.66,0.07
14888,United Kingdom,2011-05-16,2011-05-16,Hibernating,207,1,369.2,2,2,2,6,0.6972,,
16758,United Kingdom,2011-10-05,2011-10-05,Hibernating,65,1,369.34,3,1,2,6,0.8028,,
15922,United Kingdom,2010-12-01,2010-12-01,Hibernating,373,1,369.5,2,2,2,6,0.6972,,
17437,United Kingdom,2010-06-28,2010-06-28,Hibernating,529,1,369.68,1,1,2,4,0.8028,,
15458,United Kingdom,2010-11-02,2011-11-14,Hibernating,25,2,370.44,4,3,2,9,0.5592,43.05,1.46
14168,United Kingdom,2010-05-24,2010-10-15,Hibernating,420,2,370.45,1,2,2,5,0.6918,13.91,0.53
15765,United Kingdom,2010-02-11,2010-02-11,Hibernating,666,1,370.63,1,1,2,4,0.8028,,
15063,United Kingdom,2011-05-10,2011-05-10,Hibernating,213,1,370.8,2,2,2,6,0.6972,,
15975,United Kingdom,2011-09-16,2011-09-16,Hibernating,84,1,371.01,3,2,2,7,0.6972,,
14950,United Kingdom,2011-11-20,2011-11-20,Hibernating,19,1,371.2,4,1,2,7,0.8028,,
18162,United Kingdom,2009-12-07,2009-12-07,Hibernating,732,1,371.51,1,1,2,4,0.8028,,
15472,United Kingdom,2011-08-18,2011-08-18,Hibernating,113,1,371.56,3,2,2,7,0.6972,,
17912,United Kingdom,2010-11-29,2011-02-02,Hibernating,310,6,371.6,2,4,2,8,0.3931,1.27,0.16
18155,United Kingdom,2011-02-21,2011-09-25,Hibernating,75,3,371.62,3,3,2,8,0.5529,43.39,2.81
17245,United Kingdom,2010-01-19,2011-05-19,Hibernating,204,2,371.63,2,2,2,6,0.6918,14.23,0.84
13164,United Kingdom,2010-02-10,2010-05-19,Hibernating,569,2,372.2,1,2,2,5,0.6918,9.7,0.26
12981,United Kingdom,2011-07-29,2011-11-10,Hibernating,29,2,372.22,4,3,2,9,0.5592,64.36,3.16
12544,Spain,2011-11-03,2011-11-03,Hibernating,36,1,372.7,4,1,2,7,0.8028,,
12895,United Kingdom,2011-09-14,2011-10-28,Hibernating,42,2,372.8,4,2,2,8,0.6918,71.84,3.81
14981,United Kingdom,2010-10-12,2011-04-07,Hibernating,246,2,372.92,2,2,2,6,0.6918,19.25,1.02
13197,United Kingdom,2010-04-09,2010-04-09,Hibernating,609,1,373.01,1,1,2,4,0.8028,,
15337,United Kingdom,2010-10-24,2010-10-24,Hibernating,411,1,373.02,1,1,2,4,0.8028,,
13283,United Kingdom,2010-03-09,2011-10-11,Hibernating,59,4,373.36,3,4,2,9,0.4053,37.48,2.02
13351,United Kingdom,2011-10-04,2011-10-04,Hibernating,66,1,373.94,3,1,2,6,0.8028,,
14736,United Kingdom,2010-08-11,2010-08-11,Hibernating,485,2,374.05,1,2,2,5,0.6918,0.8,0.11
17568,United Kingdom,2010-03-16,2010-03-16,Hibernating,633,1,374.45,1,1,2,4,0.8028,,
14067,United Kingdom,2011-09-04,2011-10-07,Hibernating,63,2,374.7,3,2,2,7,0.6918,32.52,3.33
14294,United Kingdom,2010-10-28,2010-10-28,Hibernating,407,1,375.34,2,1,2,5,0.8028,,
14448,United Kingdom,2010-12-10,2011-11-30,Hibernating,9,2,375.35,5,3,2,10,0.5592,32.67,1.59
13688,United Kingdom,2010-03-14,2010-03-14,Hibernating,635,1,375.5,1,1,2,4,0.8028,,
17078,United Kingdom,2011-11-03,2011-11-03,Hibernating,36,2,375.86,4,3,2,9,0.5592,83.59,5.22
14531,United Kingdom,2010-08-17,2010-08-17,Hibernating,479,1,376.34,1,1,2,4,0.8028,,
13997,United Kingdom,2010-06-07,2010-07-08,Hibernating,519,3,376.46,1,3,2,6,0.5529,0.99,0.1
14353,United Kingdom,2010-10-04,2011-05-08,Hibernating,215,3,376.5,2,3,2,7,0.5529,27.16,1.74
17489,United Kingdom,2011-05-11,2011-10-12,Hibernating,58,2,376.64,4,2,2,8,0.6918,34.18,2.26
16544,United Kingdom,2010-02-15,2010-07-08,Hibernating,519,4,376.7,1,3,2,6,0.5466,10.07,0.3
17717,United Kingdom,2010-10-14,2010-10-14,Hibernating,421,1,376.92,1,1,2,4,0.8028,,
17783,United Kingdom,2010-07-15,2011-09-28,Hibernating,72,3,376.96,3,3,2,8,0.5529,9.86,1.82
17736,United Kingdom,2011-08-18,2011-11-30,Hibernating,9,3,377.44,5,3,2,10,0.5529,87.66,5.59
12941,United Kingdom,2009-12-15,2009-12-15,Hibernating,724,1,377.49,1,1,2,4,0.8028,,
12651,France,2010-08-31,2011-01-09,Hibernating,334,4,377.75,2,3,2,7,0.5466,12.12,0.94
13372,United Kingdom,2011-09-11,2011-09-11,Hibernating,89,1,378.64,3,2,2,7,0.6972,,
16930,United Kingdom,2011-10-02,2011-11-13,Hibernating,26,3,378.89,4,3,2,9,0.5529,57.93,7.03
16909,United Kingdom,2011-09-28,2011-09-28,Hibernating,72,1,379.14,3,1,2,6,0.8028,,
14200,United Kingdom,2010-04-01,2010-04-01,Hibernating,617,1,379.2,1,1,2,4,0.8028,,
16552,United Kingdom,2010-12-01,2011-04-11,Hibernating,242,2,379.73,2,2,2,6,0.6917,24.85,1.04
16577,United Kingdom,2010-02-11,2010-02-11,Hibernating,666,1,380.0,1,1,2,4,0.8028,,
14731,United Kingdom,2011-05-11,2011-10-23,Hibernating,47,3,380.02,4,3,2,9,0.5529,34.09,3.61
17936,United Kingdom,2011-12-04,2011-12-04,Hibernating,5,1,380.13,5,1,2,8,0.8028,,
17573,United Kingdom,2011-09-07,2011-11-10,Hibernating,29,3,380.6,4,3,2,9,0.5529,95.37,6.04
15048,United Kingdom,2010-12-06,2011-10-05,Hibernating,65,4,381.0,3,3,2,8,0.5466,15.39,3.18
12796,Netherlands,2010-03-21,2010-03-21,Hibernating,628,1,381.0,1,1,2,4,0.8028,,
17903,United Kingdom,2010-11-10,2010-11-10,Hibernating,394,1,381.09,2,1,2,5,0.8028,,
17393,United Kingdom,2010-08-08,2010-10-25,Hibernating,410,2,381.15,1,2,2,5,0.6917,4.52,0.43
15090,United Kingdom,2011-02-04,2011-02-04,Hibernating,308,1,381.32,2,2,2,6,0.6972,,
16304,United Kingdom,2010-01-14,2010-01-14,Hibernating,694,1,381.66,1,1,2,4,0.8028,,
14908,United Kingdom,2010-09-02,2011-09-26,Hibernating,74,2,381.9,3,2,2,7,0.6917,35.83,1.26
17250,United Kingdom,2011-03-23,2011-12-06,Hibernating,3,2,381.97,5,3,2,10,0.5592,19.49,2.07
17753,United Kingdom,2010-01-06,2010-09-01,Hibernating,464,4,382.06,1,3,2,6,0.5466,4.8,0.77
13657,United Kingdom,2011-05-22,2011-11-29,Hibernating,10,2,382.14,5,3,2,10,0.5592,62.81,2.48
16988,United Kingdom,2010-11-25,2011-12-04,Hibernating,5,2,382.67,5,3,2,10,0.5592,32.22,1.54
14767,United Kingdom,2010-08-22,2010-08-22,Hibernating,474,1,382.81,1,1,2,4,0.8028,,
17403,United Kingdom,2010-09-15,2011-11-03,Hibernating,36,2,382.87,4,3,2,9,0.5592,14.51,1.32
13817,Germany,2010-12-23,2011-11-10,Hibernating,29,2,382.98,4,3,2,9,0.5592,28.98,1.62
12832,United Kingdom,2011-09-02,2011-11-07,Hibernating,32,2,383.03,4,3,2,9,0.5592,60.2,3.7
12547,Spain,2010-07-27,2011-05-26,Hibernating,197,3,383.58,2,3,2,7,0.5529,31.13,1.67
15440,United Kingdom,2011-05-15,2011-10-16,Hibernating,54,3,383.68,4,3,2,9,0.5529,26.59,3.62
12515,Italy,2010-12-21,2010-12-21,Hibernating,353,1,383.7,2,2,2,6,0.6972,,
17804,United Kingdom,2009-12-01,2010-11-28,Hibernating,376,3,383.78,2,3,2,7,0.5529,5.68,1.03
13792,United Kingdom,2010-10-13,2011-10-04,Hibernating,66,3,383.95,3,3,2,8,0.5529,36.63,2.13
15155,United Kingdom,2010-11-21,2010-11-21,Hibernating,383,1,383.97,2,2,2,6,0.6972,,
14598,United Kingdom,2010-05-19,2011-10-26,Hibernating,44,2,384.04,4,2,2,8,0.6917,7.62,1.08
16982,United Kingdom,2011-10-10,2011-10-10,Hibernating,60,1,384.06,3,1,2,6,0.8028,,
13966,United Kingdom,2010-09-30,2010-09-30,Hibernating,435,1,384.26,1,1,2,4,0.8028,,
17357,United Kingdom,2011-11-15,2011-11-15,Hibernating,24,2,384.39,4,3,2,9,0.5592,68.84,6.14
16433,United Kingdom,2010-10-27,2011-11-11,Hibernating,28,2,384.52,4,3,2,9,0.5592,19.52,1.44
16868,United Kingdom,2010-04-25,2010-11-10,Hibernating,394,3,384.56,2,3,2,7,0.5529,7.88,0.9
17171,United Kingdom,2010-02-16,2011-02-23,Hibernating,289,2,384.59,2,2,2,6,0.6917,13.79,0.79
17711,United Kingdom,2011-02-23,2011-11-29,Hibernating,10,2,385.1,5,3,2,10,0.5592,35.52,1.91
17617,United Kingdom,2010-05-30,2010-05-30,Hibernating,558,1,385.19,1,1,2,4,0.8028,,
14826,United Kingdom,2010-01-13,2010-05-07,Hibernating,581,2,385.2,1,2,2,5,0.6917,10.54,0.27
12829,United Kingdom,2010-06-07,2011-01-07,Hibernating,336,3,385.3,2,3,2,7,0.5529,23.36,1.14
12889,United Kingdom,2010-07-25,2010-11-23,Hibernating,381,4,385.46,2,3,2,7,0.5466,9.62,0.62
12973,United Kingdom,2010-10-22,2010-10-22,Hibernating,413,1,385.55,1,1,2,4,0.8028,,
16492,United Kingdom,2010-06-17,2010-06-17,Hibernating,540,1,385.56,1,1,2,4,0.8028,,
13584,United Kingdom,2010-02-02,2011-02-06,Hibernating,306,3,385.7,2,3,2,7,0.5529,7.32,1.21
14779,United Kingdom,2011-01-20,2011-03-04,Hibernating,280,3,386.15,2,3,2,7,0.5529,8.0,0.77
17614,United Kingdom,2011-10-13,2011-10-13,Hibernating,57,1,386.32,4,1,2,7,0.8028,,
16148,United Kingdom,2010-09-29,2011-02-16,Hibernating,296,2,386.62,2,2,2,6,0.6917,36.2,0.84
17595,United Kingdom,2011-11-02,2011-11-27,Hibernating,12,2,386.69,5,3,2,10,0.5592,43.24,5.79
17771,United Kingdom,2010-04-29,2011-10-14,Hibernating,56,4,386.93,4,4,2,10,0.4053,13.85,2.18
13673,United Kingdom,2011-11-07,2011-11-21,Hibernating,18,2,387.44,5,3,2,10,0.5592,53.71,5.91
17918,United Kingdom,2010-07-22,2010-07-27,Hibernating,500,3,388.44,1,3,2,6,0.5529,0.62,0.06
13899,United Kingdom,2011-03-10,2011-11-23,Hibernating,16,2,388.52,5,3,2,10,0.5592,43.62,1.98
13896,United Kingdom,2010-03-24,2010-03-24,Hibernating,625,1,388.55,1,1,2,4,0.8028,,
15592,United Kingdom,2011-10-24,2011-10-24,Hibernating,46,1,388.58,4,1,2,7,0.8028,,
18227,United Kingdom,2010-08-12,2011-05-06,Hibernating,217,2,388.75,2,2,2,6,0.6917,65.97,1.04
12690,France,2011-05-18,2011-05-18,Hibernating,205,1,389.01,2,2,2,6,0.6971,,
17286,United Kingdom,2010-11-04,2011-11-18,Hibernating,21,3,389.18,4,3,2,9,0.5529,12.73,2.28
17479,United Kingdom,2010-03-17,2010-03-17,Hibernating,632,1,389.26,1,1,2,4,0.8028,,
13345,United Kingdom,2011-02-25,2011-02-25,Hibernating,287,1,389.5,2,2,2,6,0.6971,,
14752,United Kingdom,2011-10-27,2011-10-27,Hibernating,43,1,389.64,4,1,2,7,0.8028,,
17379,United Kingdom,2011-11-28,2011-11-28,Hibernating,11,1,389.72,5,1,2,8,0.8028,,
17116,United Kingdom,2010-03-01,2010-03-01,Hibernating,648,1,389.78,1,1,2,4,0.8028,,
18024,United Kingdom,2011-07-10,2011-07-10,Hibernating,152,2,389.78,3,2,2,7,0.6917,27.66,1.36
14197,United Kingdom,2010-10-25,2010-10-25,Hibernating,410,1,390.05,1,1,2,4,0.8028,,
14072,United Kingdom,2010-02-11,2010-02-11,Hibernating,666,1,390.85,1,1,2,4,0.8028,,
15504,United Kingdom,2010-02-12,2011-09-19,Hibernating,81,4,391.45,3,3,2,8,0.5466,13.33,1.94
16783,United Kingdom,2010-09-29,2010-09-29,Hibernating,436,1,391.95,1,1,2,4,0.8028,,
16827,United Kingdom,2010-04-29,2010-11-11,Hibernating,393,5,392.13,2,4,2,8,0.3992,24.46,0.78
18110,United Kingdom,2010-10-24,2011-11-20,Hibernating,19,2,392.28,5,3,2,10,0.5592,11.69,1.44
17563,United Kingdom,2010-04-07,2010-05-10,Hibernating,578,2,392.38,1,2,2,5,0.6917,2.06,0.13
15437,United Kingdom,2010-03-09,2011-03-22,Hibernating,262,2,393.45,2,2,2,6,0.6917,7.94,0.84
15345,United Kingdom,2011-10-25,2011-10-25,Hibernating,45,1,393.54,4,1,2,7,0.8028,,
17300,United Kingdom,2010-08-15,2010-11-14,Hibernating,390,2,393.64,2,2,2,6,0.6917,5.75,0.51
12499,Germany,2010-05-28,2010-05-28,Hibernating,560,1,393.72,1,1,2,4,0.8028,,
15386,United Kingdom,2011-06-06,2011-06-06,Hibernating,186,1,394.14,3,2,2,7,0.6971,,
16207,United Kingdom,2011-11-14,2011-11-14,Hibernating,25,1,394.38,4,1,2,7,0.8028,,
18048,United Kingdom,2010-08-03,2011-05-20,Hibernating,203,3,394.93,2,3,2,7,0.5529,13.04,1.67
16538,United Kingdom,2010-04-23,2010-06-16,Hibernating,541,3,395.07,1,3,2,6,0.5529,1.51,0.14
12677,France,2010-02-11,2010-06-02,Hibernating,555,2,395.1,1,2,2,5,0.6917,6.01,0.29
13083,United Kingdom,2010-10-10,2011-12-05,Hibernating,4,3,395.43,5,3,2,10,0.5529,40.0,2.18
13879,United Kingdom,2010-03-04,2010-03-04,Hibernating,645,1,395.5,1,1,2,4,0.8028,,
15577,United Kingdom,2009-12-13,2011-07-11,Hibernating,151,5,396.03,3,4,2,9,0.3992,15.48,2.19
18067,United Kingdom,2011-10-30,2011-10-30,Hibernating,40,1,396.33,4,1,2,7,0.8028,,
15883,United Kingdom,2011-11-06,2011-12-07,Hibernating,2,2,396.48,5,3,2,10,0.5592,65.29,6.16
13597,United Kingdom,2010-11-02,2010-11-04,Hibernating,400,2,396.71,2,2,2,6,0.6917,4.8,0.19
15446,United Kingdom,2009-12-13,2010-11-28,Hibernating,376,3,396.75,2,3,2,7,0.5529,5.07,1.04
17486,United Kingdom,2011-03-23,2011-03-23,Hibernating,261,1,396.87,2,2,2,6,0.6971,,
12824,United Kingdom,2011-10-11,2011-10-11,Hibernating,59,1,397.12,3,1,2,6,0.8028,,
17789,United Kingdom,2010-02-16,2011-03-03,Hibernating,281,2,397.15,2,2,2,6,0.6917,12.68,0.8
15429,United Kingdom,2011-09-25,2011-11-13,Hibernating,26,2,397.35,4,3,2,9,0.5592,32.36,4.27
15280,United Kingdom,2010-05-17,2011-06-20,Hibernating,172,3,397.52,3,3,2,8,0.5529,12.15,1.57
15037,United Kingdom,2010-11-28,2010-11-28,Hibernating,376,2,397.76,2,2,2,6,0.6917,2.45,0.22
12508,France,2011-11-10,2011-11-13,Hibernating,26,2,397.88,4,3,2,9,0.5592,49.73,5.83
13352,United Kingdom,2011-10-10,2011-10-10,Hibernating,60,1,397.98,3,1,2,6,0.8028,,
15522,United Kingdom,2011-09-13,2011-11-07,Hibernating,32,2,397.99,4,3,2,9,0.5592,37.97,3.92
17830,United Kingdom,2011-02-24,2011-12-08,Hibernating,1,3,398.7,5,3,2,10,0.5529,52.91,2.98
17052,United Kingdom,2011-11-11,2011-11-11,Hibernating,28,1,399.09,4,1,2,7,0.8028,,
18128,United Kingdom,2010-06-20,2010-06-20,Hibernating,537,1,399.29,1,1,2,4,0.8028,,
13252,United Kingdom,2010-03-24,2010-11-10,Hibernating,394,2,399.3,2,2,2,6,0.6917,14.58,0.64
18164,United Kingdom,2011-11-02,2011-11-02,Hibernating,37,1,399.65,4,1,2,7,0.8028,,
15501,United Kingdom,2010-10-20,2010-10-31,Hibernating,404,2,399.95,2,2,2,6,0.6917,1.9,0.22
14358,United Kingdom,2010-10-07,2010-11-15,Hibernating,389,2,400.06,2,2,2,6,0.6917,6.36,0.35
17168,United Kingdom,2010-07-29,2010-07-29,Hibernating,498,1,400.2,1,1,2,4,0.8028,,
17285,United Kingdom,2010-02-14,2010-03-21,Hibernating,628,2,400.44,1,2,2,5,0.6917,1.29,0.11
14471,United Kingdom,2009-12-07,2010-04-27,Hibernating,591,2,400.95,1,2,2,5,0.6917,3.63,0.3
14494,United Kingdom,2009-12-08,2011-11-14,Hibernating,25,3,401.46,4,3,2,9,0.5529,32.13,1.36
15968,United Kingdom,2010-11-16,2010-11-16,Hibernating,388,1,401.8,2,1,2,5,0.8028,,
12386,Australia,2010-12-08,2011-01-06,Hibernating,337,2,401.9,2,2,2,6,0.6917,17.39,0.43
16998,United Kingdom,2010-09-21,2011-07-13,Hibernating,149,5,402.0,3,4,2,9,0.3992,200.44,3.15
17094,United Kingdom,2010-10-12,2011-01-21,Hibernating,322,2,402.2,2,2,2,6,0.6917,16.85,0.71
16315,United Kingdom,2010-06-21,2011-01-13,Hibernating,330,2,402.71,2,2,2,6,0.6917,14.94,0.77
13530,United Kingdom,2010-03-15,2010-03-15,Hibernating,634,1,402.98,1,1,2,4,0.8028,,
17431,United Kingdom,2011-01-30,2011-01-30,Hibernating,313,1,403.3,2,2,2,6,0.6971,,
17785,United Kingdom,2010-05-23,2011-10-17,Hibernating,53,3,403.38,4,3,2,9,0.5529,15.1,1.69
14678,United Kingdom,2010-05-09,2010-05-09,Hibernating,579,1,403.39,1,1,2,4,0.8028,,
12498,Germany,2011-10-13,2011-11-18,Hibernating,21,3,403.7,4,3,2,9,0.5529,137.58,7.66
16484,United Kingdom,2011-06-02,2011-06-19,Hibernating,173,2,404.3,3,2,2,7,0.6917,22.79,1.26
16319,United Kingdom,2011-05-06,2011-05-06,Hibernating,217,1,404.4,2,2,2,6,0.6971,,
13574,United Kingdom,2010-10-24,2010-10-24,Hibernating,411,1,404.45,1,1,2,4,0.8028,,
15941,United Kingdom,2010-03-12,2010-03-12,Hibernating,637,1,405.0,1,1,2,4,0.8028,,
13640,United Kingdom,2010-04-07,2010-04-07,Hibernating,611,1,405.0,1,1,2,4,0.8028,,
13143,United Kingdom,2010-05-04,2010-05-04,Hibernating,584,1,405.1,1,1,2,4,0.8028,,
12922,United Kingdom,2011-07-01,2011-07-01,Hibernating,161,1,405.38,3,2,2,7,0.6971,,
18111,United Kingdom,2010-04-29,2010-04-29,Hibernating,589,1,405.85,1,1,2,4,0.8028,,
16815,United Kingdom,2010-06-21,2010-09-12,Hibernating,453,2,406.02,1,2,2,5,0.6917,3.04,0.37
12741,USA,2010-06-24,2010-06-28,Hibernating,529,2,406.07,1,2,2,5,0.6917,2.62,0.1
15342,United Kingdom,2011-08-02,2011-08-02,Hibernating,129,1,406.09,3,2,2,7,0.6971,,
17000,United Kingdom,2010-10-27,2010-11-08,Hibernating,396,2,406.3,2,2,2,6,0.6917,3.74,0.24
16632,United Kingdom,2010-05-07,2010-08-11,Hibernating,485,2,406.4,1,2,2,5,0.6917,5.96,0.35
12353,Bahrain,2010-10-27,2011-05-19,Hibernating,204,2,406.76,2,2,2,6,0.6917,21.83,1.16
16324,United Kingdom,2011-06-15,2011-08-03,Hibernating,128,3,408.59,3,3,2,8,0.5529,14.7,2.95
16629,United Kingdom,2011-09-04,2011-09-27,Hibernating,73,2,408.63,3,2,2,7,0.6917,29.45,3.13
12974,United Kingdom,2010-05-23,2011-05-26,Hibernating,197,2,408.95,2,2,2,6,0.6917,14.6,0.98
13686,United Kingdom,2010-11-03,2011-06-10,Hibernating,182,3,409.04,3,3,2,8,0.5529,24.8,1.94
16243,United Kingdom,2011-10-16,2011-11-06,Hibernating,33,2,409.1,4,3,2,9,0.5592,49.86,4.73
16921,United Kingdom,2010-04-18,2011-10-09,Hibernating,61,3,409.21,3,3,2,8,0.5529,9.43,1.6
16864,United Kingdom,2010-04-20,2010-10-01,Hibernating,434,2,409.25,1,2,2,5,0.6917,13.53,0.53
15225,United Kingdom,2011-04-19,2011-04-19,Hibernating,234,1,409.4,2,2,2,6,0.6971,,
14348,United Kingdom,2011-03-24,2011-03-24,Hibernating,260,1,409.57,2,2,2,6,0.6971,,
14581,United Kingdom,2010-06-13,2011-11-23,Hibernating,16,2,409.65,5,3,2,10,0.5592,10.72,1.14
13827,United Kingdom,2011-07-19,2011-10-13,Hibernating,57,3,409.8,4,3,2,9,0.5529,25.85,4.52
17598,United Kingdom,2010-11-23,2010-11-23,Hibernating,381,1,409.98,2,2,2,6,0.6971,,
15099,United Kingdom,2011-09-16,2011-09-16,Hibernating,84,1,410.48,3,2,2,7,0.6971,,
18011,United Kingdom,2010-05-21,2010-12-01,Hibernating,373,2,410.79,2,2,2,6,0.6917,6.14,0.67
15960,United Kingdom,2010-09-30,2010-11-30,Hibernating,374,4,410.95,2,3,2,7,0.5466,4.6,0.29
16272,United Kingdom,2011-08-15,2011-08-15,Hibernating,116,1,411.7,3,2,2,7,0.6971,,
18050,United Kingdom,2010-11-11,2010-12-15,Hibernating,359,2,412.06,2,2,2,6,0.6917,7.85,0.4
16932,United Kingdom,2010-05-17,2011-10-17,Hibernating,53,3,412.55,4,3,2,9,0.5529,7.44,1.67
17601,United Kingdom,2010-11-24,2011-04-14,Hibernating,239,2,412.66,2,2,2,6,0.6917,8.96,1.06
14620,United Kingdom,2011-03-01,2011-05-18,Hibernating,205,2,412.78,2,2,2,6,0.6917,21.49,1.2
17662,United Kingdom,2009-12-17,2010-02-16,Hibernating,661,2,412.92,1,2,2,5,0.6917,3.85,0.13
17767,United Kingdom,2010-10-25,2011-11-24,Hibernating,15,2,413.05,5,3,2,10,0.5592,18.62,1.44
14082,United Kingdom,2010-11-12,2010-12-10,Hibernating,364,2,413.36,2,2,2,6,0.6917,3.25,0.36
13669,United Kingdom,2010-10-28,2011-10-20,Hibernating,50,3,413.55,4,3,2,9,0.5529,64.64,2.22
13002,United Kingdom,2010-10-01,2011-01-25,Hibernating,318,3,414.13,2,3,2,7,0.5529,18.56,1.01
18278,United Kingdom,2010-10-31,2011-09-27,Hibernating,73,2,414.2,3,2,2,7,0.6917,26.83,1.4
13565,United Kingdom,2010-10-24,2011-11-20,Hibernating,19,3,414.8,4,3,2,9,0.5529,17.86,2.23
14333,United Kingdom,2011-10-03,2011-10-03,Hibernating,67,1,415.2,3,1,2,6,0.8028,,
15725,United Kingdom,2011-11-24,2011-11-24,Hibernating,15,1,415.25,5,1,2,8,0.8028,,
12608,United Kingdom,2010-10-31,2010-10-31,Hibernating,404,1,415.79,2,1,2,5,0.8028,,
12930,United Kingdom,2011-06-21,2011-09-22,Hibernating,78,2,415.8,3,2,2,7,0.6917,45.37,2.45
16356,United Kingdom,2010-06-06,2011-05-26,Hibernating,197,6,415.87,2,4,2,8,0.3931,21.52,2.97
16355,United Kingdom,2010-11-29,2010-11-29,Hibernating,375,1,416.35,2,2,2,6,0.6971,,
15011,United Kingdom,2010-10-19,2010-11-09,Hibernating,395,2,416.6,2,2,2,6,0.6917,6.19,0.28
